iter	Logloss
467	0.07842431017
468	0.07836733806
469	0.07803702568
470	0.07769497225
471	0.07749228799
472	0.077348577
473	0.07733452323
474	0.07704873713
475	0.07679611631
476	0.0767907672
477	0.07667580024
478	0.07664135083
479	0.07638080325
480	0.07627630736
481	0.07603478187
482	0.07603051972
483	0.07588988412
484	0.0758504716
485	0.07546068038
486	0.07507923555
487	0.07482576402
488	0.07443641214
489	0.07430409984
490	0.07419129945
491	0.07388518086
492	0.07365048056
493	0.07333010017
494	0.0730759262
495	0.07301597561
496	0.07260392473
497	0.07241113186
498	0.0723809182
499	0.07233406741
500	0.07230760351
501	0.07225829162
502	0.07223764921
503	0.072007245
504	0.07173321533
505	0.07154994965
506	0.07125708122
507	0.07122939574
508	0.07112400811
509	0.07086961361
510	0.07081888663
511	0.07080611007
512	0.07056283429
513	0.07000007028
514	0.06980865939
515	0.06947593442
516	0.06936259536
517	0.06926608377
518	0.06912277492
519	0.06887124523
520	0.06871492677
521	0.06855130651
522	0.06830803247
523	0.06812106195
524	0.06769975053
525	0.06751718184
526	0.06729455452
527	0.06718606507
528	0.06716841267
529	0.06683995578
530	0.06678161355
531	0.0665637475
532	0.06654295186
533	0.06653116663
534	0.06652560905
535	0.0661958508
536	0.06600223865
537	0.06569707649
538	0.06568823665
539	0.06566083518
540	0.06553571617
541	0.06523611944
542	0.06521916042
543	0.06489159032
544	0.06455013307
545	0.06454256564
546	0.06429133762
547	0.06427880984
548	0.06406913872
549	0.0635844482
550	0.06342079692
551	0.0631128887
552	0.0630410224
553	0.06296601928
554	0.06289466872
555	0.06281643088
556	0.06278918769
557	0.06269104211
558	0.06262472731
559	0.06261856668
560	0.06260375601
561	0.06251450989
562	0.06231903375
563	0.06206568265
564	0.0617445352
565	0.06172806582
566	0.06151867378
567	0.06148986421
568	0.06120753782
569	0.060907637
570	0.06077251156
571	0.0605865767
572	0.06037634447
573	0.06037133959
574	0.0603504879
575	0.06013772065
576	0.0599469935
577	0.05991143286
578	0.0598895024
579	0.05969225504
580	0.05965717762
581	0.05951346187
582	0.05937701944
583	0.05919628691
584	0.05891929209
585	0.05883717335
586	0.05883190555
587	0.05863876834
588	0.05859226262
589	0.05841441691
590	0.05820821875
591	0.05820041466
592	0.05818032933
593	0.05812716444
594	0.05808969031
595	0.05806473446
596	0.05805362305
597	0.05804638946
598	0.05773598572
599	0.05761454058
600	0.05748835919
601	0.05727486986
602	0.05709941978
603	0.05691891584
604	0.05676776111
605	0.05657339572
606	0.05629148178
607	0.05626265658
608	0.05613859012
609	0.05612885702
610	0.05610284535
611	0.05602800437
612	0.05596840344
613	0.05573944404
614	0.05548373011
615	0.05536167423
616	0.05535047965
617	0.05511821485
618	0.05504648355
619	0.05486049825
620	0.05480689345
621	0.0547321472
622	0.05455549195
623	0.05415678815
624	0.05397041718
625	0.05395853773
626	0.05376244064
627	0.05370763842
628	0.05354528867
629	0.05329427973
630	0.0532001048
631	0.05311721703
632	0.05293473958
633	0.05284669882
634	0.05269196627
635	0.05268538881
636	0.05267271174
637	0.05259373942
638	0.05247917195
639	0.05233417916
640	0.05220572777
641	0.05219973757
642	0.0520563596
643	0.05189373617
644	0.05179106825
645	0.05165467926
646	0.0514904261
647	0.05141238384
648	0.05140226769
649	0.05135757618
650	0.05119505167
651	0.0510505192
652	0.05086565344
653	0.0506943733
654	0.05059410447
655	0.05043019919
656	0.05035517821
657	0.05028944133
658	0.05010790505
659	0.05007750225
660	0.04993590312
661	0.04989419049
662	0.04967295638
663	0.04948540215
664	0.04946196747
665	0.04926376424
666	0.04925796188
667	0.04924465507
668	0.04896114248
669	0.0488897558
670	0.04877111257
671	0.04869112056
672	0.04857543975
673	0.04852040433
674	0.04851669139
675	0.04850394843
676	0.04844219277
677	0.0481959396
678	0.04800555563
679	0.04795632271
680	0.04794518743
681	0.04781601071
682	0.04765867824
683	0.04765268211
684	0.04759104906
685	0.0475595427
686	0.04749996713
687	0.04733160814
688	0.0473211017
689	0.04729948647
690	0.04718542815
691	0.04718242074
692	0.04712388722
693	0.0469385549
694	0.04676778062
695	0.04655374956
696	0.04643587316
697	0.04642441621
698	0.04622407541
699	0.04617099621
700	0.04616014855
701	0.0461471351
702	0.04602837466
703	0.04601439911
704	0.04582374275
705	0.04553071267
706	0.04549045777
707	0.04547170957
708	0.04544782313
709	0.04535260824
710	0.04530746141
711	0.04530038304
712	0.04521503875
713	0.04514511955
714	0.04513969828
715	0.0449855908
716	0.04497557661
717	0.04481951163
718	0.04476649401
719	0.04469863283
720	0.04446050981
721	0.04425253387
722	0.04422528438
723	0.04419708159
724	0.04405297753
725	0.04404695167
726	0.0439044267
727	0.04376063835
728	0.04355281287
729	0.04333894342
730	0.04325409587
731	0.043092708
732	0.04302867275
733	0.04290184914
734	0.04278361335
735	0.04275236124
736	0.04250559101
737	0.04243242644
738	0.04236538925
739	0.04219150606
740	0.04196716015
741	0.04191867428
742	0.04183032373
743	0.04167253093
744	0.04154995846
745	0.04147807128
746	0.04140562995
747	0.04136325168
748	0.04128676291
749	0.04124691232
750	0.04120926275
751	0.04112140111
752	0.04111528671
753	0.04110606531
754	0.04102220426
755	0.04095990448
756	0.04090352208
757	0.0407999653
758	0.04069905408
759	0.04067423216
760	0.04052680197
761	0.04043906999
762	0.04043049435
763	0.04027444229
764	0.04025098937
765	0.04007325262
766	0.0399215223
767	0.03977683711
768	0.03977049236
769	0.03964039723
770	0.03956469557
771	0.03940923857
772	0.03927890691
773	0.03916387116
774	0.03915987872
775	0.03914960582
776	0.03914165114
777	0.03910485201
778	0.03909628349
779	0.03907538147
780	0.03899158172
781	0.03890347191
782	0.03886805916
783	0.03881243395
784	0.03868879601
785	0.03858241965
786	0.03857557707
787	0.03856982572
788	0.03837919463
789	0.03837491023
790	0.03830961226
791	0.03828748748
792	0.03820801383
793	0.03809755772
794	0.03809508389
795	0.03807291009
796	0.03797167954
797	0.03788902741
798	0.03788608484
799	0.03779030251
800	0.03768321166
801	0.03762864835
802	0.0376132147
803	0.0376067266
804	0.03749018446
805	0.03748291096
806	0.03737118207
807	0.03728427504
808	0.03727387253
809	0.03714941845
810	0.03694691507
811	0.03685686433
812	0.03682461917
813	0.03681163964
814	0.03674091311
815	0.03669702136
816	0.03658642256
817	0.03650966394
818	0.03643849756
819	0.0364270871
820	0.03626753742
821	0.03624248661
822	0.03608451933
823	0.0360809402
824	0.03592930108
825	0.03592654653
826	0.03588111344
827	0.03586852788
828	0.03585788771
829	0.03577478967
830	0.03566607517
831	0.03558894346
832	0.03556784989
833	0.03546275209
834	0.03531825134
835	0.03521965814
836	0.0351786836
837	0.03509995919
838	0.03509583785
839	0.03502962893
840	0.03501208266
841	0.03488791713
842	0.03476956984
843	0.03471669171
844	0.03471042952
845	0.03456655547
846	0.03450847002
847	0.03450466755
848	0.03442394477
849	0.03433886362
850	0.03423941524
851	0.03423530818
852	0.03418836576
853	0.03408262988
854	0.03400791186
855	0.03393280497
856	0.03387481418
857	0.03379129047
858	0.03375329555
859	0.03365647155
860	0.03363572262
861	0.03356134824
862	0.03350735336
863	0.03343344401
864	0.03334703131
865	0.03324340673
866	0.03323748109
867	0.03320740186
868	0.03305677741
869	0.03304786191
870	0.03291790284
871	0.0327716729
872	0.03261876229
873	0.03247353134
874	0.03238249511
875	0.03230091091
876	0.03224902716
877	0.03222369394
878	0.03220901342
879	0.03219993195
880	0.0321834764
881	0.03217256222
882	0.03212220576
883	0.03194907134
884	0.03184809237
885	0.03164969837
886	0.03159957791
887	0.03158898523
888	0.0315830129
889	0.03146942355
890	0.03135417356
891	0.03125365311
892	0.03125037551
893	0.0312413033
894	0.03119175549
895	0.03118699987
896	0.03117772286
897	0.03115529468
898	0.03105708084
899	0.03102479962
900	0.03094049181
901	0.0307885734
902	0.03074200865
903	0.03065027125
904	0.03054286712
905	0.03053772285
906	0.03052352678
907	0.03051946044
908	0.0305002501
909	0.03043671869
910	0.0303796865
911	0.0303767664
912	0.03028566015
913	0.03024199406
914	0.03013524189
915	0.03009175554
916	0.03008167612
917	0.03002671842
918	0.02993399103
919	0.02986101814
920	0.02977375105
921	0.02976445773
922	0.02965742524
923	0.0296154717
924	0.02961162111
925	0.02959272628
926	0.02953739354
927	0.02941745777
928	0.02932019295
929	0.02925287026
930	0.02908334221
931	0.02899367355
932	0.02899223987
933	0.0289844426
934	0.02895812587
935	0.02892010089
936	0.02891039711
937	0.02888748378
938	0.02883899424
939	0.02879695658
940	0.02868735264
941	0.02859541527
942	0.02850057558
943	0.02845471777
944	0.02845234985
945	0.02838912509
946	0.02834425516
947	0.02834060191
948	0.02827377265
949	0.02823890422
950	0.028145972
951	0.02810245099
952	0.0280501739
953	0.02793204629
954	0.02790788614
955	0.02790679826
956	0.02782991843
957	0.02781177528
958	0.02776283
959	0.0277114639
960	0.02760525537
961	0.02750379744
962	0.02740700714
963	0.02729830828
964	0.02729287976
965	0.0272449374
966	0.02724225726
967	0.02723340688
968	0.02722091597
969	0.02718380418
970	0.02710467977
971	0.02704709058
972	0.02703529419
973	0.02700486159
974	0.0269118279
975	0.02680645677
976	0.02675510535
977	0.02665334619
978	0.02665141884
979	0.02662136602
980	0.02652797667
981	0.02648888481
982	0.02641528173
983	0.02639252313
984	0.02638087133
985	0.02631822063
986	0.02618391026
987	0.02616658975
988	0.02611418258
989	0.02607230974
990	0.0260620131
991	0.02600243031
992	0.0259130412
993	0.0258865623
994	0.02583081602
995	0.02575258278
996	0.02566890625
997	0.02566700562
998	0.02564805372
999	0.02555348752
